Objects
100
,,Global Angle drone1:drone1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
349,0,-0.044470,-0.002067,1.516709,-607.516602,-1522.036865,65.088036
350,0,-0.046805,-0.006104,1.516879,-607.478149,-1522.019409,65.095963
351,0,-0.043406,-0.001303,1.516248,-607.519165,-1522.046143,65.083176
352,0,-0.044265,-0.001860,1.516751,-607.512634,-1522.032349,65.110901
353,0,-0.043480,-0.001680,1.516606,-607.539368,-1522.052002,65.082481
354,0,-0.043155,-0.001057,1.516833,-607.522400,-1522.037476,65.097832
355,0,-0.044280,-0.001866,1.516495,-607.493591,-1522.018066,65.111374
356,0,-0.044429,-0.002146,1.516630,-607.506592,-1522.027710,65.101540
357,0,-0.043140,-0.000465,1.516783,-607.546814,-1522.052979,65.079636
358,0,-0.044097,-0.001419,1.516459,-607.505188,-1522.027588,65.094810
359,0,-0.043335,-0.001082,1.516427,-607.517212,-1522.034058,65.100868
360,0,-0.043995,-0.001788,1.516470,-607.506897,-1522.036377,65.084976
361,0,-0.043869,-0.001504,1.516826,-607.520386,-1522.036255,65.092468
362,0,-0.045333,-0.004933,1.516558,-607.445679,-1521.989380,65.119629
363,0,-0.044290,-0.001204,1.516364,-607.520142,-1522.047485,65.080200
364,0,-0.043917,-0.001511,1.516306,-607.492737,-1522.024536,65.104393
365,0,-0.043464,-0.001176,1.516760,-607.488159,-1522.014893,65.118576
366,0,-0.043942,-0.001618,1.516442,-607.503235,-1522.024414,65.099800
367,0,-0.044402,-0.001983,1.516789,-607.494934,-1522.012695,65.107986
368,0,-0.042994,-0.001222,1.516556,-607.512024,-1522.031372,65.110359
369,0,-0.045386,-0.005148,1.516666,-607.483826,-1522.016235,65.090683
370,0,-0.043695,-0.001636,1.516853,-607.550598,-1522.069824,65.075912
371,0,-0.044244,-0.001760,1.516542,-607.497559,-1522.031128,65.096115
372,0,-0.044567,-0.002160,1.516614,-607.500549,-1522.039307,65.096146
373,0,-0.043966,-0.000957,1.517145,-607.521545,-1522.027710,65.080200
374,0,-0.042087,-0.000288,1.516409,-607.514954,-1522.041260,65.109459
375,0,-0.046177,-0.005881,1.516703,-607.474670,-1522.018799,65.089508
376,0,-0.045897,-0.005251,1.516523,-607.476562,-1522.014160,65.083832
377,0,-0.043421,-0.000872,1.516478,-607.507324,-1522.024780,65.104485
378,0,-0.043740,-0.001083,1.516665,-607.493286,-1522.014282,65.105690
379,0,-0.043725,-0.001229,1.516454,-607.496887,-1522.020508,65.114418
380,0,-0.044327,-0.002103,1.516746,-607.506470,-1522.027588,65.095421
381,0,-0.043308,-0.001344,1.516520,-607.500732,-1522.024780,65.097000
382,0,-0.044258,-0.001638,1.516670,-607.498169,-1522.016479,65.112236
383,0,-0.043946,-0.001425,1.516779,-607.524963,-1522.032715,65.096924
384,0,-0.043922,-0.001515,1.516514,-607.540588,-1522.053223,65.086609
385,0,-0.043999,-0.001126,1.516622,-607.526123,-1522.043701,65.086273
386,0,-0.043484,-0.001526,1.516144,-607.491394,-1522.019653,65.115982
387,0,-0.043618,-0.001405,1.516502,-607.493652,-1522.022339,65.105927
388,0,-0.043790,-0.001403,1.516464,-607.482666,-1522.020508,65.103348
389,0,-0.044310,-0.001984,1.516544,-607.494141,-1522.026367,65.102364
390,0,-0.043098,-0.000814,1.516528,-607.494995,-1522.012207,65.107941
391,0,-0.042692,-0.000895,1.515927,-607.490173,-1522.017090,65.121269
392,0,-0.044325,-0.002092,1.516872,-607.501038,-1522.021362,65.120201
393,0,-0.042965,-0.001500,1.516538,-607.507385,-1522.024780,65.116089
394,0,-0.044223,-0.001613,1.516365,-607.498657,-1522.029907,65.093864
395,0,-0.043466,-0.001795,1.516578,-607.483948,-1522.015747,65.124359
396,0,-0.043655,-0.000847,1.516641,-607.510254,-1522.037476,65.076981
397,0,-0.044012,-0.001147,1.516805,-607.520752,-1522.049438,65.077133
398,0,-0.044294,-0.001719,1.516463,-607.499451,-1522.032349,65.091820
399,0,-0.043067,-0.000915,1.516230,-607.502258,-1522.028809,65.098976
400,0,-0.042503,-0.000305,1.516517,-607.534119,-1522.045776,65.091133
401,0,-0.044331,-0.001724,1.516706,-607.522583,-1522.056763,65.075050
402,0,-0.044381,-0.001839,1.517087,-607.555603,-1522.061646,65.074570
403,0,-0.042713,-0.001046,1.516557,-607.523438,-1522.049683,65.087402
404,0,-0.042379,-0.001057,1.516474,-607.520935,-1522.041260,65.098106
405,0,-0.044811,-0.002232,1.517096,-607.490051,-1522.016235,65.111305
406,0,-0.044561,-0.001756,1.516600,-607.527344,-1522.052856,65.076073
407,0,-0.043750,-0.001551,1.516676,-607.498962,-1522.012207,65.117722
408,0,-0.044289,-0.001990,1.516729,-607.493713,-1522.009399,65.116028
409,0,-0.043929,-0.001504,1.516572,-607.517822,-1522.036987,65.090637
410,0,-0.045024,-0.002157,1.516787,-607.505493,-1522.041504,65.081589
411,0,-0.044232,-0.001989,1.516625,-607.511047,-1522.032227,65.098930
412,0,-0.042956,-0.001079,1.516531,-607.509766,-1522.036743,65.095291
413,0,-0.043743,-0.001364,1.516638,-607.513367,-1522.040161,65.099205
414,0,-0.043551,-0.001858,1.516659,-607.522888,-1522.054688,65.091766
415,0,-0.043988,-0.001157,1.516863,-607.494019,-1522.015869,65.114029
416,0,-0.045235,-0.002554,1.516621,-607.497253,-1522.038818,65.093864
417,0,-0.043817,-0.001646,1.516434,-607.512085,-1522.042114,65.081573
418,0,-0.043718,-0.001455,1.516444,-607.481628,-1522.011597,65.130669
419,0,-0.043982,-0.001604,1.516971,-607.499878,-1522.020996,65.108208
420,0,-0.043910,-0.001491,1.516514,-607.510986,-1522.032715,65.092407
421,0,-0.044340,-0.001668,1.516771,-607.512390,-1522.038208,65.090958
422,0,-0.043898,-0.001570,1.516403,-607.493103,-1522.029785,65.099869
423,0,-0.043972,-0.001608,1.516499,-607.524231,-1522.060669,65.071930
424,0,-0.044897,-0.002410,1.516837,-607.532043,-1522.048828,65.080391
425,0,-0.043500,-0.000902,1.516837,-607.507568,-1522.024048,65.093384
426,0,-0.043312,-0.001564,1.516262,-607.517883,-1522.046631,65.094330
427,0,-0.043923,-0.001441,1.516760,-607.536865,-1522.044556,65.078720
428,0,-0.043783,-0.001745,1.516436,-607.502258,-1522.030518,65.105492
429,0,-0.043785,-0.000959,1.516681,-607.509338,-1522.030518,65.093010
430,0,-0.043934,-0.001517,1.516451,-607.496033,-1522.023315,65.102043
431,0,-0.044953,-0.002123,1.516915,-607.521790,-1522.060791,65.062904
432,0,-0.044394,-0.001767,1.516634,-607.489441,-1522.017334,65.111542
433,0,-0.044176,-0.001534,1.516847,-607.534180,-1522.050171,65.073692
434,0,-0.042853,-0.000532,1.516406,-607.512939,-1522.042358,65.097084
435,0,-0.043012,-0.000999,1.516512,-607.521667,-1522.034912,65.085350
436,0,-0.044092,-0.001485,1.516993,-607.525330,-1522.041870,65.091927
437,0,-0.044120,-0.001362,1.516839,-607.508057,-1522.032593,65.101013
438,0,-0.043607,-0.001614,1.516998,-607.512573,-1522.034912,65.108421
439,0,-0.044179,-0.001494,1.516663,-607.487671,-1522.021484,65.105873
440,0,-0.043816,-0.001458,1.516697,-607.521912,-1522.042480,65.085297
441,0,-0.044664,-0.002190,1.516639,-607.496826,-1522.022949,65.097916
442,0,-0.044735,-0.001880,1.516969,-607.493347,-1522.026245,65.094788
443,0,-0.044318,-0.002196,1.516802,-607.514893,-1522.027222,65.094398
444,0,-0.044315,-0.001595,1.517100,-607.516479,-1522.036377,65.091751
445,0,-0.044177,-0.001375,1.516501,-607.524841,-1522.058960,65.071297
446,0,-0.044886,-0.002525,1.516801,-607.497009,-1522.043823,65.095139
447,0,-0.043809,-0.001420,1.516858,-607.535767,-1522.054443,65.081612
448,0,-0.044197,-0.001776,1.516693,-607.531250,-1522.055664,65.086067
449,0,-0.043632,-0.001743,1.516911,-607.522339,-1522.039795,65.087105
450,0,-0.042816,-0.000726,1.516375,-607.512817,-1522.035400,65.109413
451,0,-0.043011,-0.000932,1.516378,-607.494202,-1522.023682,65.104202
452,0,-0.043725,-0.001337,1.516736,-607.515320,-1522.039062,65.105698
453,0,-0.043834,-0.001339,1.516861,-607.500427,-1522.026001,65.106323
454,0,-0.044883,-0.002494,1.516437,-607.492615,-1522.032715,65.092064
455,0,-0.045627,-0.005874,1.516343,-607.478821,-1522.025146,65.084076
456,0,-0.042915,-0.001165,1.516252,-607.492004,-1522.025879,65.131760
457,0,-0.043350,-0.001293,1.516644,-607.498657,-1522.028198,65.103638
458,0,-0.043073,-0.000952,1.516562,-607.525757,-1522.050903,65.085579
459,0,-0.044587,-0.002346,1.516503,-607.509827,-1522.039185,65.089050
460,0,-0.045980,-0.004791,1.516664,-607.481689,-1522.031372,65.063957
461,0,-0.044190,-0.001626,1.516564,-607.509583,-1522.035278,65.090858
462,0,-0.044427,-0.001477,1.516517,-607.517456,-1522.053955,65.070976
463,0,-0.043667,-0.001293,1.516604,-607.525085,-1522.044922,65.074226
464,0,-0.043141,-0.001064,1.516168,-607.511475,-1522.042969,65.083664
465,0,-0.043335,-0.001356,1.516466,-607.498901,-1522.022461,65.117348
466,0,-0.044051,-0.001494,1.516703,-607.511169,-1522.041382,65.087395
467,0,-0.043005,-0.000536,1.516451,-607.502625,-1522.019653,65.108902
468,0,-0.044561,-0.001728,1.516913,-607.522156,-1522.040161,65.079330
469,0,-0.044268,-0.001444,1.516604,-607.510193,-1522.056519,65.077553
470,0,-0.043485,-0.001073,1.516294,-607.513916,-1522.053345,65.079536
471,0,-0.043428,-0.001729,1.516438,-607.501892,-1522.023315,65.117165
472,0,-0.042688,-0.000868,1.516248,-607.517212,-1522.037598,65.105705
473,0,-0.043251,-0.000695,1.516703,-607.498596,-1522.018555,65.097717
474,0,-0.044021,-0.001971,1.516851,-607.518433,-1522.030029,65.106583
475,0,-0.046571,-0.005968,1.516690,-607.472961,-1522.018311,65.081673
476,0,-0.043567,-0.001898,1.516559,-607.479126,-1522.007690,65.127548
477,0,-0.043537,-0.000918,1.516663,-607.515198,-1522.033447,65.092140
478,0,-0.043600,-0.001518,1.516590,-607.509766,-1522.035034,65.102737
479,0,-0.043078,-0.001216,1.516440,-607.493835,-1522.018066,65.107437
480,0,-0.043469,-0.001601,1.516051,-607.487244,-1522.036011,65.101418
481,0,-0.044270,-0.002265,1.516853,-607.540405,-1522.073364,65.072533
482,0,-0.044144,-0.002185,1.516734,-607.529602,-1522.049927,65.086876
483,0,-0.043865,-0.001980,1.516222,-607.486694,-1522.034302,65.104088
484,0,-0.043977,-0.001269,1.516759,-607.512268,-1522.031982,65.091270
485,0,-0.044573,-0.001868,1.516671,-607.497314,-1522.022705,65.101044
486,0,-0.044593,-0.002512,1.516823,-607.508301,-1522.030029,65.104347
487,0,-0.044521,-0.001852,1.517194,-607.511963,-1522.025635,65.098396
488,0,-0.045124,-0.002305,1.517013,-607.507935,-1522.036011,65.085487
489,0,-0.042574,-0.000519,1.516331,-607.498535,-1522.023193,65.113853
490,0,-0.043952,-0.001312,1.516334,-607.498169,-1522.044800,65.093170
491,0,-0.043448,-0.001320,1.516227,-607.495239,-1522.034424,65.107338
492,0,-0.044408,-0.002163,1.516710,-607.507690,-1522.052124,65.078667
493,0,-0.043252,-0.001693,1.516261,-607.491150,-1522.028442,65.118073
494,0,-0.044377,-0.001606,1.516704,-607.525330,-1522.052246,65.075378
495,0,-0.043651,-0.001279,1.516672,-607.506775,-1522.030762,65.095947
496,0,-0.043532,-0.001247,1.516518,-607.496277,-1522.024902,65.100716
497,0,-0.044350,-0.002004,1.517279,-607.482422,-1521.995605,65.119522
498,0,-0.044280,-0.001875,1.516811,-607.494202,-1522.022095,65.107513
499,0,-0.043969,-0.001645,1.516678,-607.502563,-1522.035034,65.088791
500,0,-0.043280,-0.001661,1.516727,-607.511963,-1522.027466,65.117081
501,0,-0.044191,-0.001761,1.516558,-607.528381,-1522.049316,65.066544
502,0,-0.044785,-0.002042,1.516541,-607.524292,-1522.055542,65.075378
503,0,-0.043122,-0.000910,1.516752,-607.502930,-1522.034546,65.101746
504,0,-0.043993,-0.001222,1.516909,-607.500916,-1522.032104,65.105385
505,0,-0.044394,-0.001407,1.516993,-607.526245,-1522.044678,65.080544
506,0,-0.043853,-0.001501,1.516279,-607.507751,-1522.041870,65.086021
507,0,-0.042618,-0.001036,1.516399,-607.495422,-1522.019653,65.120834
508,0,-0.043822,-0.001660,1.516209,-607.505493,-1522.044678,65.086639
509,0,-0.043013,-0.001586,1.516350,-607.484314,-1522.021362,65.129265
510,0,-0.043558,-0.001443,1.516350,-607.493530,-1522.025024,65.103340
511,0,-0.043356,-0.000969,1.516725,-607.537842,-1522.042603,65.082817
512,0,-0.044230,-0.001595,1.516915,-607.514099,-1522.045532,65.091515
513,0,-0.043527,-0.001724,1.516325,-607.502686,-1522.031494,65.106850
514,0,-0.043281,-0.000801,1.516868,-607.532654,-1522.040405,65.076363
515,0,-0.044093,-0.001631,1.516707,-607.522400,-1522.047852,65.083931
516,0,-0.044314,-0.001848,1.516753,-607.522278,-1522.053955,65.095436
517,0,-0.044120,-0.002229,1.516238,-607.516724,-1522.045776,65.088577
518,0,-0.044181,-0.001691,1.516645,-607.511475,-1522.029907,65.102570
519,0,-0.042907,-0.001061,1.516460,-607.525513,-1522.043457,65.081673
520,0,-0.043337,-0.001067,1.516825,-607.520447,-1522.027100,65.095276
521,0,-0.044256,-0.002067,1.516506,-607.509094,-1522.042969,65.098137
522,0,-0.043944,-0.001511,1.516672,-607.495422,-1522.027222,65.089485
523,0,-0.044304,-0.002146,1.516556,-607.509277,-1522.026123,65.109154
524,0,-0.045659,-0.005038,1.516813,-607.500061,-1522.030396,65.073296
525,0,-0.043515,-0.001061,1.516749,-607.524414,-1522.037842,65.107468
526,0,-0.044060,-0.001783,1.516644,-607.515991,-1522.039917,65.100037
527,0,-0.043179,-0.001288,1.516657,-607.516907,-1522.030396,65.091774
528,0,-0.043770,-0.001667,1.516099,-607.479126,-1522.013550,65.126228
529,0,-0.045745,-0.005208,1.516962,-607.482483,-1522.027710,65.087395
530,0,-0.044946,-0.002834,1.516718,-607.501404,-1522.041260,65.093964
531,0,-0.044126,-0.001395,1.516794,-607.500732,-1522.029663,65.092720
532,0,-0.043747,-0.001627,1.516692,-607.531372,-1522.049194,65.083000
533,0,-0.043804,-0.001674,1.516510,-607.520264,-1522.051270,65.089050
534,0,-0.043701,-0.001290,1.516423,-607.500549,-1522.027588,65.098892
535,0,-0.043741,-0.001432,1.516559,-607.503052,-1522.025513,65.105125
536,0,-0.044212,-0.002151,1.516708,-607.513916,-1522.038940,65.099625
537,0,-0.044047,-0.001830,1.516844,-607.525940,-1522.049194,65.086365
538,0,-0.046661,-0.005720,1.516896,-607.479675,-1522.024902,65.066422
539,0,-0.044462,-0.001356,1.516917,-607.523987,-1522.052856,65.076477
540,0,-0.044865,-0.001721,1.516654,-607.516724,-1522.048706,65.069641
541,0,-0.044059,-0.001590,1.516597,-607.515381,-1522.039795,65.094940
542,0,-0.044467,-0.002106,1.516447,-607.496399,-1522.033691,65.107750
543,0,-0.043399,-0.001538,1.516722,-607.481567,-1522.012573,65.098312
544,0,-0.043155,-0.001020,1.516286,-607.516296,-1522.039795,65.086639
545,0,-0.043092,-0.001238,1.516634,-607.504089,-1522.025146,65.119980
546,0,-0.046239,-0.005745,1.516570,-607.489075,-1522.031738,65.069160
547,0,-0.043433,-0.002118,1.516248,-607.519714,-1522.048096,65.101357
548,0,-0.043891,-0.001847,1.516512,-607.519897,-1522.050415,65.078354
549,0,-0.044164,-0.001230,1.516864,-607.529053,-1522.047974,65.081367
550,0,-0.043915,-0.001270,1.516687,-607.519592,-1522.031128,65.085892
551,0,-0.043356,-0.000864,1.516635,-607.515076,-1522.028931,65.089996
552,0,-0.044716,-0.002443,1.516195,-607.490479,-1522.036011,65.089752
553,0,-0.044098,-0.001861,1.516707,-607.494995,-1522.021851,65.110542
554,0,-0.045041,-0.002319,1.516742,-607.505005,-1522.045288,65.090782
555,0,-0.042856,-0.000706,1.516595,-607.519531,-1522.027954,65.084663
556,0,-0.043319,-0.001035,1.516648,-607.515747,-1522.043579,65.088341
557,0,-0.043269,-0.000741,1.516411,-607.504822,-1522.034790,65.084930
558,0,-0.044087,-0.001627,1.516267,-607.494812,-1522.036377,65.111649
559,0,-0.043414,-0.001046,1.516636,-607.521729,-1522.046021,65.073784
560,0,-0.043498,-0.001359,1.516085,-607.507324,-1522.043945,65.102470
561,0,-0.044851,-0.002079,1.516526,-607.499817,-1522.029175,65.101463
562,0,-0.043648,-0.001607,1.516413,-607.504150,-1522.033691,65.091423
563,0,-0.044178,-0.001830,1.516406,-607.495789,-1522.020996,65.108566
564,0,-0.043432,-0.001585,1.516732,-607.489197,-1522.009888,65.110359
565,0,-0.044353,-0.002151,1.516655,-607.521362,-1522.050171,65.089386
566,0,-0.044278,-0.001643,1.517364,-607.542114,-1522.050415,65.080261
567,0,-0.046285,-0.005557,1.516755,-607.484314,-1522.026978,65.080406
568,0,-0.046172,-0.006069,1.516701,-607.480591,-1522.024658,65.081116
569,0,-0.043801,-0.001823,1.516613,-607.497375,-1522.021851,65.121552
570,0,-0.044467,-0.002142,1.516296,-607.496643,-1522.033936,65.091415
571,0,-0.046186,-0.005508,1.516419,-607.462219,-1522.014893,65.085892
572,0,-0.044077,-0.001746,1.516770,-607.504944,-1522.033691,65.101540
573,0,-0.043389,-0.001269,1.516453,-607.498657,-1522.024536,65.107674
574,0,-0.044142,-0.002182,1.516696,-607.490295,-1522.029785,65.109413
575,0,-0.044273,-0.002069,1.516730,-607.506592,-1522.028687,65.111244
576,0,-0.044248,-0.001799,1.516411,-607.509399,-1522.041016,65.079041
577,0,-0.046068,-0.002701,1.517016,-607.517273,-1522.042725,65.076035
578,0,-0.044186,-0.001793,1.516241,-607.489258,-1522.019897,65.110229
579,0,-0.042465,-0.000664,1.516206,-607.504944,-1522.039062,65.103378
580,0,-0.043179,-0.001336,1.516600,-607.519104,-1522.032715,65.102295
581,0,-0.043290,-0.001318,1.516459,-607.494446,-1522.021973,65.116661
582,0,-0.044270,-0.001800,1.516559,-607.510193,-1522.037598,65.089516
583,0,-0.043670,-0.001919,1.516672,-607.526978,-1522.043701,65.094841
584,0,-0.044467,-0.001461,1.516534,-607.492859,-1522.040283,65.091316
585,0,-0.042674,-0.000561,1.516472,-607.483704,-1522.019653,65.128853
586,0,-0.044026,-0.001869,1.516629,-607.514038,-1522.029785,65.091911
587,0,-0.044615,-0.002245,1.516610,-607.523621,-1522.059570,65.079857
588,0,-0.043848,-0.001335,1.517064,-607.519897,-1522.033325,65.092026
589,0,-0.043177,-0.000661,1.516887,-607.523499,-1522.031982,65.097061
590,0,-0.043007,-0.001230,1.516530,-607.513306,-1522.038574,65.095863
591,0,-0.045939,-0.005023,1.516572,-607.465637,-1522.016113,65.090874
592,0,-0.043745,-0.001397,1.516531,-607.531250,-1522.050903,65.067932
593,0,-0.044233,-0.001577,1.517208,-607.522156,-1522.037964,65.096375
594,0,-0.042940,-0.001103,1.516271,-607.502075,-1522.041260,65.104858
595,0,-0.045267,-0.002524,1.516694,-607.528198,-1522.062134,65.069908
596,0,-0.044115,-0.001904,1.516279,-607.521423,-1522.059814,65.081078
597,0,-0.043545,-0.001033,1.516686,-607.535034,-1522.056885,65.064690
598,0,-0.043567,-0.001720,1.516845,-607.516785,-1522.028931,65.096878
599,0,-0.043534,-0.001155,1.516694,-607.501465,-1522.029785,65.104507
600,0,-0.045499,-0.004932,1.516892,-607.483582,-1522.007324,65.090477
601,0,-0.043759,-0.001666,1.516585,-607.510132,-1522.036865,65.105331
602,0,-0.043391,-0.001409,1.516662,-607.508118,-1522.017700,65.106873
603,0,-0.043764,-0.001921,1.516182,-607.517456,-1522.044067,65.092163
604,0,-0.043893,-0.001444,1.516298,-607.493103,-1522.022217,65.099007
605,0,-0.043890,-0.001757,1.516427,-607.481201,-1522.007080,65.111847
606,0,-0.045154,-0.002229,1.516860,-607.510254,-1522.041138,65.085190
607,0,-0.043656,-0.001446,1.516799,-607.525574,-1522.047241,65.079208
608,0,-0.043468,-0.001413,1.516682,-607.516907,-1522.038940,65.107880
609,0,-0.046541,-0.005597,1.517004,-607.472168,-1522.011963,65.085625
610,0,-0.043813,-0.001630,1.516797,-607.518005,-1522.038086,65.100212
611,0,-0.044052,-0.001423,1.516707,-607.514893,-1522.036987,65.085464
612,0,-0.044729,-0.002528,1.516780,-607.508972,-1522.039795,65.096107
613,0,-0.043676,-0.001660,1.516615,-607.485413,-1522.022583,65.109306
614,0,-0.044073,-0.001763,1.516313,-607.484741,-1522.011108,65.112892
615,0,-0.046003,-0.005838,1.516299,-607.464050,-1522.007202,65.102165
616,0,-0.044599,-0.002052,1.516685,-607.503845,-1522.024658,65.108124
617,0,-0.044400,-0.001844,1.516445,-607.479004,-1522.017700,65.119888
618,0,-0.043165,-0.001251,1.516397,-607.512024,-1522.033691,65.089142
619,0,-0.044002,-0.002084,1.516590,-607.511169,-1522.038940,65.105858
620,0,-0.044012,-0.001179,1.516458,-607.514404,-1522.053101,65.073341
621,0,-0.044033,-0.002165,1.516346,-607.503174,-1522.032837,65.089142
622,0,-0.043974,-0.001015,1.516466,-607.491089,-1522.023193,65.110115
623,0,-0.043125,-0.000915,1.516852,-607.503174,-1522.022095,65.098137
624,0,-0.044168,-0.001185,1.516797,-607.501770,-1522.014038,65.109001
625,0,-0.044610,-0.001816,1.516602,-607.498535,-1522.021973,65.088501
626,0,-0.043483,-0.000841,1.516371,-607.507263,-1522.026733,65.106506
627,0,-0.042818,-0.000731,1.516326,-607.510559,-1522.029541,65.106079
628,0,-0.044283,-0.001648,1.516560,-607.540405,-1522.075806,65.052773
629,0,-0.043828,-0.001706,1.515731,-607.477112,-1522.029907,65.104935
630,0,-0.043465,-0.001197,1.516358,-607.518677,-1522.054810,65.091774
631,0,-0.044863,-0.002362,1.516792,-607.506714,-1522.046265,65.099136
632,0,-0.044359,-0.001589,1.516931,-607.523132,-1522.052002,65.085152
633,0,-0.044912,-0.001974,1.516585,-607.520630,-1522.052734,65.080437
634,0,-0.043098,-0.000751,1.516701,-607.503357,-1522.010254,65.109474
635,0,-0.043712,-0.001248,1.516299,-607.491882,-1522.020752,65.117424
